week,week_start,location,product,on_hand,in_transit,backlog
38,2025-09-29,DC_E,Product2,295,105,11
38,2025-09-29,DC_E,Product3,424,70,16
38,2025-09-29,DC_E,Product4,565,111,37
38,2025-09-29,DC_E,Product5,245,87,40
39,2025-10-06,DC_W,Product1,505,107,47
39,2025-10-06,DC_W,Product2,564,194,21
39,2025-10-06,DC_W,Product3,278,143,34
39,2025-10-06,DC_W,Product4,250,167,0
39,2025-10-06,DC_W,Product5,393,99,37
39,2025-10-06,DC_C,Product1,325,174,29
39,2025-10-06,DC_C,Product2,517,198,33
39,2025-10-06,DC_C,Product3,593,54,16
39,2025-10-06,DC_C,Product4,243,89,41
39,2025-10-06,DC_C,Product5,212,128,28
39,2025-10-06,DC_E,Product1,424,121,39
39,2025-10-06,DC_E,Product2,253,96,30
39,2025-10-06,DC_E,Product3,476,110,43
39,2025-10-06,DC_E,Product4,366,110,1
39,2025-10-06,DC_E,Product5,420,156,5
40,2025-10-13,DC_W,Product1,322,167,18
40,2025-10-13,DC_W,Product2,296,150,9
40,2025-10-13,DC_W,Product3,558,65,35
40,2025-10-13,DC_W,Product4,399,180,6
40,2025-10-13,DC_W,Product5,471,135,24
40,2025-10-13,DC_C,Product1,396,158,46
40,2025-10-13,DC_C,Product2,236,52,40
40,2025-10-13,DC_C,Product3,243,198,30
40,2025-10-13,DC_C,Product4,460,79,12
40,2025-10-13,DC_C,Product5,463,186,49
40,2025-10-13,DC_E,Product1,279,70,2
40,2025-10-13,DC_E,Product2,547,94,0
40,2025-10-13,DC_E,Product3,289,101,49
40,2025-10-13,DC_E,Product4,409,80,16
40,2025-10-13,DC_E,Product5,332,52,6
41,2025-10-20,DC_W,Product1,478,68,11
41,2025-10-20,DC_W,Product2,340,163,29
41,2025-10-20,DC_W,Product3,475,135,34
41,2025-10-20,DC_W,Product4,201,189,5
41,2025-10-20,DC_W,Product5,362,165,21
41,2025-10-20,DC_C,Product1,578,120,43
41,2025-10-20,DC_C,Product2,524,197,46
41,2025-10-20,DC_C,Product3,559,159,18
41,2025-10-20,DC_C,Product4,242,153,48
41,2025-10-20,DC_C,Product5,490,189,40
41,2025-10-20,DC_E,Product1,265,87,17
41,2025-10-20,DC_E,Product2,267,137,48
41,2025-10-20,DC_E,Product3,504,113,0
41,2025-10-20,DC_E,Product4,325,129,16
41,2025-10-20,DC_E,Product5,244,116,12
42,2025-10-27,DC_W,Product1,563,65,2
42,2025-10-27,DC_W,Product2,202,99,33
42,2025-10-27,DC_W,Product3,492,117,34
42,2025-10-27,DC_W,Product4,343,150,2
42,2025-10-27,DC_W,Product5,356,168,40
42,2025-10-27,DC_C,Product1,486,80,12
42,2025-10-27,DC_C,Product2,598,65,9
42,2025-10-27,DC_C,Product3,252,99,10
42,2025-10-27,DC_C,Product4,399,121,45
42,2025-10-27,DC_C,Product5,213,97,29
42,2025-10-27,DC_E,Product1,441,122,40
42,2025-10-27,DC_E,Product2,225,172,24
42,2025-10-27,DC_E,Product3,253,182,32
42,2025-10-27,DC_E,Product4,265,55,7
42,2025-10-27,DC_E,Product5,443,76,11
43,2025-11-03,DC_W,Product1,210,158,40
43,2025-11-03,DC_W,Product2,518,69,45
43,2025-11-03,DC_W,Product3,468,184,22
43,2025-11-03,DC_W,Product4,374,167,4
43,2025-11-03,DC_W,Product5,408,175,41
43,2025-11-03,DC_C,Product1,582,154,10
43,2025-11-03,DC_C,Product2,208,121,25
43,2025-11-03,DC_C,Product3,296,68,29
43,2025-11-03,DC_C,Product4,505,198,37
43,2025-11-03,DC_C,Product5,517,142,49
43,2025-11-03,DC_E,Product1,455,179,47
43,2025-11-03,DC_E,Product2,571,107,3
43,2025-11-03,DC_E,Product3,268,58,5
43,2025-11-03,DC_E,Product4,273,101,27
43,2025-11-03,DC_E,Product5,484,81,33
44,2025-11-10,DC_W,Product1,481,133,45
44,2025-11-10,DC_W,Product2,244,76,21
44,2025-11-10,DC_W,Product3,250,134,19
44,2025-11-10,DC_W,Product4,313,75,16
44,2025-11-10,DC_W,Product5,443,136,8
44,2025-11-10,DC_C,Product1,249,54,0
44,2025-11-10,DC_C,Product2,551,56,36
44,2025-11-10,DC_C,Product3,548,64,21
44,2025-11-10,DC_C,Product4,584,175,24
44,2025-11-10,DC_C,Product5,505,175,17
44,2025-11-10,DC_E,Product1,556,120,26
44,2025-11-10,DC_E,Product2,599,176,18
44,2025-11-10,DC_E,Product3,204,143,35
44,2025-11-10,DC_E,Product4,460,195,43
44,2025-11-10,DC_E,Product5,379,59,23
45,2025-11-17,DC_W,Product1,475,141,26
45,2025-11-17,DC_W,Product2,387,94,13
45,2025-11-17,DC_W,Product3,400,74,17
45,2025-11-17,DC_W,Product4,329,138,3
45,2025-11-17,DC_W,Product5,531,134,33
45,2025-11-17,DC_C,Product1,481,93,23
45,2025-11-17,DC_C,Product2,582,165,48
45,2025-11-17,DC_C,Product3,498,76,3
45,2025-11-17,DC_C,Product4,431,103,13
45,2025-11-17,DC_C,Product5,522,105,15
45,2025-11-17,DC_E,Product1,539,176,17
45,2025-11-17,DC_E,Product2,532,177,21
45,2025-11-17,DC_E,Product3,226,50,26
45,2025-11-17,DC_E,Product4,337,199,38
45,2025-11-17,DC_E,Product5,504,193,44
46,2025-11-24,DC_W,Product1,327,74,37
46,2025-11-24,DC_W,Product2,351,120,31
46,2025-11-24,DC_W,Product3,563,112,39
46,2025-11-24,DC_W,Product4,307,154,0
46,2025-11-24,DC_W,Product5,548,54,35
46,2025-11-24,DC_C,Product1,218,89,24
46,2025-11-24,DC_C,Product2,367,78,16
46,2025-11-24,DC_C,Product3,491,150,3
46,2025-11-24,DC_C,Product4,498,57,27
46,2025-11-24,DC_C,Product5,304,138,13
46,2025-11-24,DC_E,Product1,593,96,12
46,2025-11-24,DC_E,Product2,311,184,31
46,2025-11-24,DC_E,Product3,492,187,45
46,2025-11-24,DC_E,Product4,495,79,42
46,2025-11-24,DC_E,Product5,281,161,34
47,2025-12-01,DC_W,Product1,503,129,31
47,2025-12-01,DC_W,Product2,581,65,15
47,2025-12-01,DC_W,Product3,444,194,4
47,2025-12-01,DC_W,Product4,209,58,2
47,2025-12-01,DC_W,Product5,563,158,33
47,2025-12-01,DC_C,Product1,409,167,7
47,2025-12-01,DC_C,Product2,356,123,5
47,2025-12-01,DC_C,Product3,367,97,1
47,2025-12-01,DC_C,Product4,254,164,0
47,2025-12-01,DC_C,Product5,573,62,39
47,2025-12-01,DC_E,Product1,559,191,43
47,2025-12-01,DC_E,Product2,315,99,21
47,2025-12-01,DC_E,Product3,255,53,43
47,2025-12-01,DC_E,Product4,421,141,46
47,2025-12-01,DC_E,Product5,466,153,39
48,2025-12-08,DC_W,Product1,246,104,48
48,2025-12-08,DC_W,Product2,569,182,22
48,2025-12-08,DC_W,Product3,542,57,7
48,2025-12-08,DC_W,Product4,365,122,13
48,2025-12-08,DC_W,Product5,342,74,24
48,2025-12-08,DC_C,Product1,517,149,5
48,2025-12-08,DC_C,Product2,395,154,26
48,2025-12-08,DC_C,Product3,356,143,48
48,2025-12-08,DC_C,Product4,237,108,20
48,2025-12-08,DC_C,Product5,430,72,8
48,2025-12-08,DC_E,Product1,314,193,36
48,2025-12-08,DC_E,Product2,464,172,6
48,2025-12-08,DC_E,Product3,543,139,16
48,2025-12-08,DC_E,Product4,526,170,42
48,2025-12-08,DC_E,Product5,246,195,47
49,2025-12-15,DC_W,Product1,342,59,8
49,2025-12-15,DC_W,Product2,597,134,17
49,2025-12-15,DC_W,Product3,315,88,33
49,2025-12-15,DC_W,Product4,367,194,34
49,2025-12-15,DC_W,Product5,516,93,3
49,2025-12-15,DC_C,Product1,395,97,10
49,2025-12-15,DC_C,Product2,581,116,8
49,2025-12-15,DC_C,Product3,279,92,49
49,2025-12-15,DC_C,Product4,307,99,32
49,2025-12-15,DC_C,Product5,317,82,7
49,2025-12-15,DC_E,Product1,325,65,0
49,2025-12-15,DC_E,Product2,521,70,38
49,2025-12-15,DC_E,Product3,519,130,15
49,2025-12-15,DC_E,Product4,258,160,30
49,2025-12-15,DC_E,Product5,462,51,46
50,2025-12-22,DC_W,Product1,226,105,20
50,2025-12-22,DC_W,Product2,200,124,37
50,2025-12-22,DC_W,Product3,529,181,24
50,2025-12-22,DC_W,Product4,452,61,24
50,2025-12-22,DC_W,Product5,261,105,16
50,2025-12-22,DC_C,Product1,369,135,45
50,2025-12-22,DC_C,Product2,357,197,37
50,2025-12-22,DC_C,Product3,404,146,5
50,2025-12-22,DC_C,Product4,537,137,49
50,2025-12-22,DC_C,Product5,454,175,39
50,2025-12-22,DC_E,Product1,338,88,21
50,2025-12-22,DC_E,Product2,386,86,44
50,2025-12-22,DC_E,Product3,417,196,40
50,2025-12-22,DC_E,Product4,422,192,25
50,2025-12-22,DC_E,Product5,554,103,18
51,2025-12-29,DC_W,Product1,367,131,27
51,2025-12-29,DC_W,Product2,398,95,46
51,2025-12-29,DC_W,Product3,435,111,32
51,2025-12-29,DC_W,Product4,507,194,24
51,2025-12-29,DC_W,Product5,244,116,23
51,2025-12-29,DC_C,Product1,558,109,47
51,2025-12-29,DC_C,Product2,394,196,0
51,2025-12-29,DC_C,Product3,559,189,48
51,2025-12-29,DC_C,Product4,205,75,32
51,2025-12-29,DC_C,Product5,210,59,11
51,2025-12-29,DC_E,Product1,404,131,1
51,2025-12-29,DC_E,Product2,268,124,29
51,2025-12-29,DC_E,Product3,259,109,45
51,2025-12-29,DC_E,Product4,599,198,44
51,2025-12-29,DC_E,Product5,357,152,20
52,2026-01-05,DC_W,Product1,459,96,30
52,2026-01-05,DC_W,Product2,409,53,39
52,2026-01-05,DC_W,Product3,204,93,0
52,2026-01-05,DC_W,Product4,350,59,45
52,2026-01-05,DC_W,Product5,366,118,17
52,2026-01-05,DC_C,Product1,451,167,32
52,2026-01-05,DC_C,Product2,499,185,43
52,2026-01-05,DC_C,Product3,469,82,31
52,2026-01-05,DC_C,Product4,402,157,41
52,2026-01-05,DC_C,Product5,497,176,3
52,2026-01-05,DC_E,Product1,212,88,45
52,2026-01-05,DC_E,Product2,529,152,35
52,2026-01-05,DC_E,Product3,490,191,41
52,2026-01-05,DC_E,Product4,449,149,10
52,2026-01-05,DC_E,Product5,462,113,7
53,2026-01-12,DC_W,Product1,522,126,48
53,2026-01-12,DC_W,Product2,312,122,22
53,2026-01-12,DC_W,Product3,248,113,14
53,2026-01-12,DC_W,Product4,264,92,11
53,2026-01-12,DC_W,Product5,493,54,30
53,2026-01-12,DC_C,Product1,504,122,46
53,2026-01-12,DC_C,Product2,483,162,9
53,2026-01-12,DC_C,Product3,510,174,18
53,2026-01-12,DC_C,Product4,285,107,36
53,2026-01-12,DC_C,Product5,367,160,5
53,2026-01-12,DC_E,Product1,522,87,12
53,2026-01-12,DC_E,Product2,436,60,1
53,2026-01-12,DC_E,Product3,304,130,45
53,2026-01-12,DC_E,Product4,538,123,1
53,2026-01-12,DC_E,Product5,414,155,16
54,2026-01-19,DC_W,Product1,244,91,38
54,2026-01-19,DC_W,Product2,340,171,15
54,2026-01-19,DC_W,Product3,265,115,22
54,2026-01-19,DC_W,Product4,206,67,9
54,2026-01-19,DC_W,Product5,245,101,48
54,2026-01-19,DC_C,Product1,403,144,17
54,2026-01-19,DC_C,Product2,329,53,25
54,2026-01-19,DC_C,Product3,393,73,38
54,2026-01-19,DC_C,Product4,397,100,7
54,2026-01-19,DC_C,Product5,420,162,14
54,2026-01-19,DC_E,Product1,287,128,7
54,2026-01-19,DC_E,Product2,466,140,4
54,2026-01-19,DC_E,Product3,214,143,14
54,2026-01-19,DC_E,Product4,234,163,15
54,2026-01-19,DC_E,Product5,383,85,31
55,2026-01-26,DC_W,Product1,320,195,35
55,2026-01-26,DC_W,Product2,254,112,19
55,2026-01-26,DC_W,Product3,413,176,29
55,2026-01-26,DC_W,Product4,224,148,0
55,2026-01-26,DC_W,Product5,511,149,15
55,2026-01-26,DC_C,Product1,316,169,39
55,2026-01-26,DC_C,Product2,340,94,27
55,2026-01-26,DC_C,Product3,203,62,6
55,2026-01-26,DC_C,Product4,274,126,49
55,2026-01-26,DC_C,Product5,461,59,26
55,2026-01-26,DC_E,Product1,398,71,46
55,2026-01-26,DC_E,Product2,376,199,21
55,2026-01-26,DC_E,Product3,443,65,22
55,2026-01-26,DC_E,Product4,295,175,39
55,2026-01-26,DC_E,Product5,529,158,41
56,2026-02-02,DC_W,Product1,280,117,34
56,2026-02-02,DC_W,Product2,454,157,11
56,2026-02-02,DC_W,Product3,239,187,28
56,2026-02-02,DC_W,Product4,261,169,45
56,2026-02-02,DC_W,Product5,267,172,46
56,2026-02-02,DC_C,Product1,575,187,27
56,2026-02-02,DC_C,Product2,342,51,3
56,2026-02-02,DC_C,Product3,371,109,9
56,2026-02-02,DC_C,Product4,358,76,42
56,2026-02-02,DC_C,Product5,319,139,25
56,2026-02-02,DC_E,Product1,220,191,26
56,2026-02-02,DC_E,Product2,330,73,16
56,2026-02-02,DC_E,Product3,208,104,26
56,2026-02-02,DC_E,Product4,548,153,5
56,2026-02-02,DC_E,Product5,259,114,9
57,2026-02-09,DC_W,Product1,211,170,0
57,2026-02-09,DC_W,Product2,532,71,48
57,2026-02-09,DC_W,Product3,441,160,5
57,2026-02-09,DC_W,Product4,544,175,32
57,2026-02-09,DC_W,Product5,400,158,0
57,2026-02-09,DC_C,Product1,436,177,17
57,2026-02-09,DC_C,Product2,243,113,36
57,2026-02-09,DC_C,Product3,242,80,7
57,2026-02-09,DC_C,Product4,518,59,34
57,2026-02-09,DC_C,Product5,346,163,48
57,2026-02-09,DC_E,Product1,245,97,40
57,2026-02-09,DC_E,Product2,306,82,41
57,2026-02-09,DC_E,Product3,594,133,13
57,2026-02-09,DC_E,Product4,359,75,38
57,2026-02-09,DC_E,Product5,509,181,1
58,2026-02-16,DC_W,Product1,424,82,17
58,2026-02-16,DC_W,Product2,513,78,31
58,2026-02-16,DC_W,Product3,461,193,38
58,2026-02-16,DC_W,Product4,521,129,9
58,2026-02-16,DC_W,Product5,370,132,33
58,2026-02-16,DC_C,Product1,443,109,13
58,2026-02-16,DC_C,Product2,267,154,32
58,2026-02-16,DC_C,Product3,474,105,13
58,2026-02-16,DC_C,Product4,503,166,22
58,2026-02-16,DC_C,Product5,444,106,35
58,2026-02-16,DC_E,Product1,534,153,25
58,2026-02-16,DC_E,Product2,383,146,33
58,2026-02-16,DC_E,Product3,423,143,4
58,2026-02-16,DC_E,Product4,580,168,18
58,2026-02-16,DC_E,Product5,425,57,2
59,2026-02-23,DC_W,Product1,300,153,42
59,2026-02-23,DC_W,Product2,423,129,20
59,2026-02-23,DC_W,Product3,264,67,38
59,2026-02-23,DC_W,Product4,571,118,32
59,2026-02-23,DC_W,Product5,565,63,38
59,2026-02-23,DC_C,Product1,446,139,14
59,2026-02-23,DC_C,Product2,473,169,5
59,2026-02-23,DC_C,Product3,413,65,43
59,2026-02-23,DC_C,Product4,403,171,18
59,2026-02-23,DC_C,Product5,250,56,14
59,2026-02-23,DC_E,Product1,297,134,1
59,2026-02-23,DC_E,Product2,408,108,28
59,2026-02-23,DC_E,Product3,480,145,49
59,2026-02-23,DC_E,Product4,255,114,21
59,2026-02-23,DC_E,Product5,366,149,24
60,2026-03-02,DC_W,Product1,406,114,49
60,2026-03-02,DC_W,Product2,571,96,5
60,2026-03-02,DC_W,Product3,535,199,14
60,2026-03-02,DC_W,Product4,343,191,35
60,2026-03-02,DC_W,Product5,318,137,47
60,2026-03-02,DC_C,Product1,524,161,36
60,2026-03-02,DC_C,Product2,271,173,13
60,2026-03-02,DC_C,Product3,572,104,42
60,2026-03-02,DC_C,Product4,306,127,5
60,2026-03-02,DC_C,Product5,464,175,35
60,2026-03-02,DC_E,Product1,409,56,46
60,2026-03-02,DC_E,Product2,482,161,39
60,2026-03-02,DC_E,Product3,499,116,36
60,2026-03-02,DC_E,Product4,450,178,40
60,2026-03-02,DC_E,Product5,216,106,1
61,2026-03-09,DC_W,Product1,240,140,43
61,2026-03-09,DC_W,Product2,247,117,45
61,2026-03-09,DC_W,Product3,525,127,38
61,2026-03-09,DC_W,Product4,409,73,6
61,2026-03-09,DC_W,Product5,275,102,46
61,2026-03-09,DC_C,Product1,519,114,24
61,2026-03-09,DC_C,Product2,306,155,40
61,2026-03-09,DC_C,Product3,295,56,31
61,2026-03-09,DC_C,Product4,425,110,32
61,2026-03-09,DC_C,Product5,420,87,19
61,2026-03-09,DC_E,Product1,371,182,48
61,2026-03-09,DC_E,Product2,557,157,29
61,2026-03-09,DC_E,Product3,475,190,12
61,2026-03-09,DC_E,Product4,414,153,33
61,2026-03-09,DC_E,Product5,300,138,39
62,2026-03-16,DC_W,Product1,390,168,17
62,2026-03-16,DC_W,Product2,575,130,29
62,2026-03-16,DC_W,Product3,212,75,31
62,2026-03-16,DC_W,Product4,367,126,3
62,2026-03-16,DC_W,Product5,533,167,9
62,2026-03-16,DC_C,Product1,453,172,32
62,2026-03-16,DC_C,Product2,324,148,10
62,2026-03-16,DC_C,Product3,327,86,27
62,2026-03-16,DC_C,Product4,243,189,16
62,2026-03-16,DC_C,Product5,287,124,13
62,2026-03-16,DC_E,Product1,413,102,6
62,2026-03-16,DC_E,Product2,306,115,1
62,2026-03-16,DC_E,Product3,508,143,30
62,2026-03-16,DC_E,Product4,418,138,46
62,2026-03-16,DC_E,Product5,203,57,9
63,2026-03-23,DC_W,Product1,266,77,33
63,2026-03-23,DC_W,Product2,383,198,11
63,2026-03-23,DC_W,Product3,324,197,41
63,2026-03-23,DC_W,Product4,387,133,42
63,2026-03-23,DC_W,Product5,392,80,41
63,2026-03-23,DC_C,Product1,415,72,25
63,2026-03-23,DC_C,Product2,365,181,6
63,2026-03-23,DC_C,Product3,550,126,20
63,2026-03-23,DC_C,Product4,264,155,46
63,2026-03-23,DC_C,Product5,350,86,27
63,2026-03-23,DC_E,Product1,518,50,31
63,2026-03-23,DC_E,Product2,438,97,22
63,2026-03-23,DC_E,Product3,298,168,31
63,2026-03-23,DC_E,Product4,413,108,14
63,2026-03-23,DC_E,Product5,529,117,25
64,2026-03-30,DC_W,Product1,408,117,12
64,2026-03-30,DC_W,Product2,248,64,37
64,2026-03-30,DC_W,Product3,289,58,39
64,2026-03-30,DC_W,Product4,261,143,16
64,2026-03-30,DC_W,Product5,250,112,0
64,2026-03-30,DC_C,Product1,536,127,6
64,2026-03-30,DC_C,Product2,294,117,9
64,2026-03-30,DC_C,Product3,307,130,41
64,2026-03-30,DC_C,Product4,360,157,43
64,2026-03-30,DC_C,Product5,286,171,37
64,2026-03-30,DC_E,Product1,342,198,13
64,2026-03-30,DC_E,Product2,301,165,21
64,2026-03-30,DC_E,Product3,332,76,38
64,2026-03-30,DC_E,Product4,514,134,47
64,2026-03-30,DC_E,Product5,327,82,33
65,2026-04-06,DC_W,Product1,503,83,3
65,2026-04-06,DC_W,Product2,524,196,32
65,2026-04-06,DC_W,Product3,311,199,44
65,2026-04-06,DC_W,Product4,405,173,40
65,2026-04-06,DC_W,Product5,573,176,32
65,2026-04-06,DC_C,Product1,443,120,31
65,2026-04-06,DC_C,Product2,518,195,23
65,2026-04-06,DC_C,Product3,429,116,33
65,2026-04-06,DC_C,Product4,451,52,27
65,2026-04-06,DC_C,Product5,235,53,39
65,2026-04-06,DC_E,Product1,303,101,3
65,2026-04-06,DC_E,Product2,271,164,24
65,2026-04-06,DC_E,Product3,552,109,13
65,2026-04-06,DC_E,Product4,339,156,27
65,2026-04-06,DC_E,Product5,561,140,24
66,2026-04-13,DC_W,Product1,514,192,17
66,2026-04-13,DC_W,Product2,299,142,24
66,2026-04-13,DC_W,Product3,595,119,3
66,2026-04-13,DC_W,Product4,590,176,8
66,2026-04-13,DC_W,Product5,561,101,18
66,2026-04-13,DC_C,Product1,562,129,6
66,2026-04-13,DC_C,Product2,347,158,8
66,2026-04-13,DC_C,Product3,436,154,17
66,2026-04-13,DC_C,Product4,477,182,23
66,2026-04-13,DC_C,Product5,353,87,30
66,2026-04-13,DC_E,Product1,551,98,19
66,2026-04-13,DC_E,Product2,362,134,11
66,2026-04-13,DC_E,Product3,528,94,35
66,2026-04-13,DC_E,Product4,405,137,8
66,2026-04-13,DC_E,Product5,494,78,5
67,2026-04-20,DC_W,Product1,418,156,2
67,2026-04-20,DC_W,Product2,227,170,40
67,2026-04-20,DC_W,Product3,298,142,22
67,2026-04-20,DC_W,Product4,453,179,3
67,2026-04-20,DC_W,Product5,511,123,28
67,2026-04-20,DC_C,Product1,461,188,2
67,2026-04-20,DC_C,Product2,211,76,49
67,2026-04-20,DC_C,Product3,486,142,2
67,2026-04-20,DC_C,Product4,551,171,33
67,2026-04-20,DC_C,Product5,335,60,29
67,2026-04-20,DC_E,Product1,487,64,31
67,2026-04-20,DC_E,Product2,314,164,26
67,2026-04-20,DC_E,Product3,251,128,19
67,2026-04-20,DC_E,Product4,272,176,0
67,2026-04-20,DC_E,Product5,324,51,4
68,2026-04-27,DC_W,Product1,318,58,29
68,2026-04-27,DC_W,Product2,234,155,2
68,2026-04-27,DC_W,Product3,223,95,44
68,2026-04-27,DC_W,Product4,456,165,7
68,2026-04-27,DC_W,Product5,533,51,10
68,2026-04-27,DC_C,Product1,446,106,49
68,2026-04-27,DC_C,Product2,212,199,31
68,2026-04-27,DC_C,Product3,423,58,13
68,2026-04-27,DC_C,Product4,569,103,33
68,2026-04-27,DC_C,Product5,599,89,28
68,2026-04-27,DC_E,Product1,478,74,7
68,2026-04-27,DC_E,Product2,382,107,35
68,2026-04-27,DC_E,Product3,227,195,0
68,2026-04-27,DC_E,Product4,440,134,6
68,2026-04-27,DC_E,Product5,260,168,44
69,2026-05-04,DC_W,Product1,313,115,17
69,2026-05-04,DC_W,Product2,229,150,41
69,2026-05-04,DC_W,Product3,321,198,3
69,2026-05-04,DC_W,Product4,464,117,22
69,2026-05-04,DC_W,Product5,383,88,35
69,2026-05-04,DC_C,Product1,488,92,41
69,2026-05-04,DC_C,Product2,326,158,6
69,2026-05-04,DC_C,Product3,267,97,29
69,2026-05-04,DC_C,Product4,458,109,3
69,2026-05-04,DC_C,Product5,349,153,33
69,2026-05-04,DC_E,Product1,264,51,37
69,2026-05-04,DC_E,Product2,242,62,0
69,2026-05-04,DC_E,Product3,373,125,31
69,2026-05-04,DC_E,Product4,318,156,8
69,2026-05-04,DC_E,Product5,532,135,29
70,2026-05-11,DC_W,Product1,283,61,23
70,2026-05-11,DC_W,Product2,446,64,47
70,2026-05-11,DC_W,Product3,592,131,47
70,2026-05-11,DC_W,Product4,271,53,1
70,2026-05-11,DC_W,Product5,435,59,47
70,2026-05-11,DC_C,Product1,256,95,41
70,2026-05-11,DC_C,Product2,287,86,32
70,2026-05-11,DC_C,Product3,310,82,12
70,2026-05-11,DC_C,Product4,396,194,41
70,2026-05-11,DC_C,Product5,313,104,23
70,2026-05-11,DC_E,Product1,591,75,17
70,2026-05-11,DC_E,Product2,491,194,7
70,2026-05-11,DC_E,Product3,290,83,1
70,2026-05-11,DC_E,Product4,441,150,30
70,2026-05-11,DC_E,Product5,228,60,10
71,2026-05-18,DC_W,Product1,316,167,7
71,2026-05-18,DC_W,Product2,217,109,20
71,2026-05-18,DC_W,Product3,380,174,4
71,2026-05-18,DC_W,Product4,481,100,15
71,2026-05-18,DC_W,Product5,573,87,32
71,2026-05-18,DC_C,Product1,310,126,39
71,2026-05-18,DC_C,Product2,552,175,29
71,2026-05-18,DC_C,Product3,299,149,35
71,2026-05-18,DC_C,Product4,204,115,42
71,2026-05-18,DC_C,Product5,395,96,43
71,2026-05-18,DC_E,Product1,262,80,34
71,2026-05-18,DC_E,Product2,340,156,7
71,2026-05-18,DC_E,Product3,300,73,47
71,2026-05-18,DC_E,Product4,362,100,0
71,2026-05-18,DC_E,Product5,261,113,3
72,2026-05-25,DC_W,Product1,404,118,38
72,2026-05-25,DC_W,Product2,463,116,11
72,2026-05-25,DC_W,Product3,490,156,7
72,2026-05-25,DC_W,Product4,565,59,2
72,2026-05-25,DC_W,Product5,274,186,25
72,2026-05-25,DC_C,Product1,515,84,24
72,2026-05-25,DC_C,Product2,343,174,1
72,2026-05-25,DC_C,Product3,297,72,42
72,2026-05-25,DC_C,Product4,387,110,22
72,2026-05-25,DC_C,Product5,588,177,35
72,2026-05-25,DC_E,Product1,316,74,46
72,2026-05-25,DC_E,Product2,369,91,23
72,2026-05-25,DC_E,Product3,567,108,28
72,2026-05-25,DC_E,Product4,521,114,11
72,2026-05-25,DC_E,Product5,597,193,42
73,2026-06-01,DC_W,Product1,475,94,45
73,2026-06-01,DC_W,Product2,310,170,45
73,2026-06-01,DC_W,Product3,441,170,39
73,2026-06-01,DC_W,Product4,277,150,4
73,2026-06-01,DC_W,Product5,403,74,20
73,2026-06-01,DC_C,Product1,533,198,15
73,2026-06-01,DC_C,Product2,412,126,47
73,2026-06-01,DC_C,Product3,391,154,46
73,2026-06-01,DC_C,Product4,349,185,45
73,2026-06-01,DC_C,Product5,572,90,20
73,2026-06-01,DC_E,Product1,548,103,30
73,2026-06-01,DC_E,Product2,247,58,20
73,2026-06-01,DC_E,Product3,431,108,28
73,2026-06-01,DC_E,Product4,406,152,32
73,2026-06-01,DC_E,Product5,369,113,7
74,2026-06-08,DC_W,Product1,405,138,23
74,2026-06-08,DC_W,Product2,330,158,3
74,2026-06-08,DC_W,Product3,565,53,48
74,2026-06-08,DC_W,Product4,384,111,12
74,2026-06-08,DC_W,Product5,204,91,5
74,2026-06-08,DC_C,Product1,463,97,38
74,2026-06-08,DC_C,Product2,282,185,26
74,2026-06-08,DC_C,Product3,245,110,10
74,2026-06-08,DC_C,Product4,279,125,33
74,2026-06-08,DC_C,Product5,564,125,48
74,2026-06-08,DC_E,Product1,576,179,24
74,2026-06-08,DC_E,Product2,256,82,32
74,2026-06-08,DC_E,Product3,368,72,23
74,2026-06-08,DC_E,Product4,206,160,3
74,2026-06-08,DC_E,Product5,451,168,6
75,2026-06-15,DC_W,Product1,407,166,13
75,2026-06-15,DC_W,Product2,265,100,27
75,2026-06-15,DC_W,Product3,430,69,22
75,2026-06-15,DC_W,Product4,307,176,15
75,2026-06-15,DC_W,Product5,535,114,36
75,2026-06-15,DC_C,Product1,404,143,19
75,2026-06-15,DC_C,Product2,507,113,22
75,2026-06-15,DC_C,Product3,407,174,32
75,2026-06-15,DC_C,Product4,339,150,32
75,2026-06-15,DC_C,Product5,572,176,32
75,2026-06-15,DC_E,Product1,336,166,28
75,2026-06-15,DC_E,Product2,594,87,3
75,2026-06-15,DC_E,Product3,227,146,46
75,2026-06-15,DC_E,Product4,200,158,32
75,2026-06-15,DC_E,Product5,492,103,41
76,2026-06-22,DC_W,Product1,217,163,13
76,2026-06-22,DC_W,Product2,390,173,13
76,2026-06-22,DC_W,Product3,274,152,26
76,2026-06-22,DC_W,Product4,405,88,1
76,2026-06-22,DC_W,Product5,364,65,45
76,2026-06-22,DC_C,Product1,216,114,2
76,2026-06-22,DC_C,Product2,238,148,32
76,2026-06-22,DC_C,Product3,213,50,3
76,2026-06-22,DC_C,Product4,505,137,1
76,2026-06-22,DC_C,Product5,395,156,43
76,2026-06-22,DC_E,Product1,573,99,6
76,2026-06-22,DC_E,Product2,294,166,48
76,2026-06-22,DC_E,Product3,386,95,21
76,2026-06-22,DC_E,Product4,321,88,29
76,2026-06-22,DC_E,Product5,206,88,33
77,2026-06-29,DC_W,Product1,212,62,14
77,2026-06-29,DC_W,Product2,551,164,1
77,2026-06-29,DC_W,Product3,400,91,32
77,2026-06-29,DC_W,Product4,488,179,23
77,2026-06-29,DC_W,Product5,597,196,44
77,2026-06-29,DC_C,Product1,429,109,18
77,2026-06-29,DC_C,Product2,204,87,35
77,2026-06-29,DC_C,Product3,441,187,2
